分類,機關名稱,標案名稱,傳輸次數,公告日期,截止日期,金額,網址
崩塌,行政院農業委員會水土保持局南投分局,107年度中心崙崩塌地調查監測計畫,1,106/12/15,106/12/26,4000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52370961
崩塌,行政院農業委員會水土保持局花蓮分局,花蓮縣-玉里鎮-安通溫泉聚落(D018)大規模崩塌區調查及治理規劃,1,106/12/14,106/12/25,3825000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52370465
崩塌,行政院農業委員會水土保持局臺中分局,臺中市-和平區-達觀(D016)大規模崩塌地區調查監測計畫,1,106/12/14,106/12/25,4000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369300
崩塌,行政院農業委員會水土保持局臺中分局,臺中市-和平區-D052大規模崩塌區調查及治理規劃,1,106/12/14,106/12/25,6400000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369336
崩塌,行政院農業委員會水土保持局臺北分局,雪霧鬧等地區潛在大規模崩塌地調查及治理規劃,1,106/12/14,106/12/25,5300000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369718
崩塌,行政院農業委員會水土保持局臺中分局,苗栗縣-泰安鄉-D011、13、17等大規模崩塌地區調查監測計畫,1,106/12/14,106/12/25,9000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369480
崩塌,行政院農業委員會水土保持局花蓮分局,壽豐鹽寮崩塌地監測調查案,1,106/12/13,106/12/25,2500000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52366964
崩塌,行政院農業委員會水土保持局臺南分局,屏東縣霧臺鄉D082大規模崩塌區調查及監測規劃,1,106/12/05,106/12/19,6000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52357285
土石流,行政院農業委員會水土保持局,107年土石流觀測網整體發展計畫,1,106/12/15,107/01/03,16000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52371541
土石流,行政院農業委員會水土保持局南投分局,107年度南投分局土石流防災整備與緊急應變計畫,1,106/12/14,106/12/26,4500000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369970
土石流,行政院農業委員會水土保持局臺中分局,107年度臺中分局土石流防災整備與緊急應變計畫,1,106/12/14,106/12/25,5000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369365
土石流,行政院農業委員會水土保持局,107年土石流防災疏散避難整備作業管理與系統擴充維運,1,106/12/13,106/12/27,4500000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52367874
土石流,行政院農業委員會水土保持局,107年土石流潛勢溪流調查評估與資料更新,1,106/12/14,106/12/26,9500000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52370117
土石流,行政院農業委員會水土保持局花蓮分局,107年度花蓮分局土石流防災整備與緊急應變計畫,1,106/12/14,106/12/25,4550000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52370354
土石流,行政院農業委員會水土保持局臺北分局,107年度臺北分局土石流防災整備與緊急應變計畫,1,106/12/14,106/12/25,4300000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369604
防災,行政院農業委員會林務局南投林區管理處,107-108年度竹山鹿谷集集水里地區國有林治山防災工程委託規劃設計及監造技術服,1,106/12/15,106/12/27,2840600,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52358266
防災,行政院農業委員會水土保持局南投分局,107年度南投分局土石流防災整備與緊急應變計畫,1,106/12/14,106/12/26,4500000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369970
防災,行政院農業委員會水土保持局臺中分局,107年度臺中分局土石流防災整備與緊急應變計畫,1,106/12/14,106/12/25,5000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369365
防災,臺中市政府環境保護局,107年臺中市毒物及化學物質源頭查核管理暨防災體檢計畫,1,106/12/13,106/12/26,2884000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52367927
防災,行政院農業委員會水土保持局,107年土石流防災疏散避難整備作業管理與系統擴充維運,1,106/12/13,106/12/27,4500000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52367874
防災,經濟部水利署,107年水利防災視訊及水情影像智慧化維運管理與擴充,1,106/12/08,107/01/08,9000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52361629
防災,臺北市政府工務局大地工程處,107年度山坡地防災資訊整合系統（含休閒遊憩主題網與機關網站）擴充及維護委託資訊服務案,1,106/12/08,106/12/18,2450000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52363241
防災,經濟部水利署水利規劃試驗所,高屏地區防災緊急備援井網建置,1,106/11/23,106/12/25,6500000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52333205
防災,科技部中部科學工業園區管理局,中科自主智慧防災水情系統第二期建置計畫,1,106/11/20,106/12/19,14000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52337375
防災,行政院農業委員會水土保持局,107年度山坡地開發防災設計標準提升及水土保持技術規範法規檢討,1,106/12/15,106/12/26,3300000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52372138
防災,行政院農業委員會水土保持局花蓮分局,107年度花蓮分局土石流防災整備與緊急應變計畫,1,106/12/14,106/12/25,4550000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52370354
防災,行政院農業委員會水土保持局臺北分局,107年度臺北分局土石流防災整備與緊急應變計畫,1,106/12/14,106/12/25,4300000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369604
防災,新北市政府消防局,新北市政府消防局107年度推動區級災害防救及防災社區計畫委託專業服務案,1,106/12/12,106/12/25,4000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52366492
防災,行政院農業委員會,107年度因應全球氣候變遷之農業防災預警精進計畫,1,106/12/08,106/12/18,3000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52362451
防災,行政院農業委員會林務局羅東林區管理處,107年國有林整體治山防災計畫委託設計監造技術服務(宜蘭地區),1,106/12/05,106/12/19,4126957,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52344270
防災,經濟部水利署水利規劃試驗所,嘉南地區防災緊急備援井網建置,1,106/11/23,106/12/25,6500000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52333204
土砂,行政院農業委員會水土保持局,107年重大土砂災害情蒐及資料紀實,1,106/12/14,106/12/27,4200000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52369887
土砂,行政院農業委員會水土保持局,107年66座水庫集水區土砂環境檢查與評估,1,106/12/08,106/12/18,7000000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52361828
土砂,行政院農業委員會水土保持局,氣候變遷下臺灣北部山坡地開發行為土砂沖蝕估算模式之探討,1,106/12/07,106/12/18,4200000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52360749
土砂,行政院農業委員會水土保持局,107年度大規模土砂災害集水區野溪溪床沖刷深度監測技術研發(2/2),1,106/12/04,106/12/18,3400000,http://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=52355552
